# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
eya4	ENSCHAG00000022588	ENSCHAT00000053706	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	1	1
eya4	ENSCHAG00000022588	ENSCHAT00000053794	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	1	1
eya4	ENSCHAG00000022588	ENSCHAT00000053803	protein_coding	0	1	0	4	0	0	0	1	2	0	0	0	0	1	1
eya4	ENSCHAG00000022588	ENSCHAT00000053847	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0
fads2	ENSCHAG00000003567	ENSCHAT00000010832	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000010867	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000010892	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000010974	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000011032	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000011099	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000011173	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000011240	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000011254	protein_coding	0	0	0	5	1	0	0	1	1	0	0	0	0	0	2
fads2	ENSCHAG00000003567	ENSCHAT00000011316	protein_coding	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0
fam117aa	ENSCHAG00000009073	ENSCHAT00000018962	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3
fam117aa	ENSCHAG00000009073	ENSCHAT00000018981	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fam117aa	ENSCHAG00000009073	ENSCHAT00000019020	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
fam131ba	ENSCHAG00000022262	ENSCHAT00000052253	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	2
fbn2a	ENSCHAG00000013394	ENSCHAT00000031915	protein_coding	0	1	0	17	0	0	0	0	17	0	0	0	0	1	0
fbn2a	ENSCHAG00000013394	ENSCHAT00000031968	protein_coding	0	1	0	17	0	0	0	0	17	0	0	0	0	1	0
fbn2a	ENSCHAG00000013394	ENSCHAT00000032044	protein_coding	0	1	0	17	0	0	0	0	17	0	0	0	0	1	0
fbn2a	ENSCHAG00000013394	ENSCHAT00000032073	protein_coding	0	1	0	17	0	0	0	0	17	0	0	0	0	1	0
fbn2a	ENSCHAG00000013394	ENSCHAT00000032118	protein_coding	0	1	0	17	0	0	0	0	17	0	0	0	0	1	0
fbn2a	ENSCHAG00000013394	ENSCHAT00000032174	protein_coding	0	1	0	17	0	0	0	0	17	0	0	0	0	1	0
fbn2a	ENSCHAG00000013394	ENSCHAT00000032205	protein_coding	0	1	0	17	0	0	0	0	17	0	0	0	0	1	0
fcho2	ENSCHAG00000008505	ENSCHAT00000021860	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
fcho2	ENSCHAG00000008505	ENSCHAT00000021894	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
fcho2	ENSCHAG00000008505	ENSCHAT00000022139	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
fcho2	ENSCHAG00000008505	ENSCHAT00000022339	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
fcho2	ENSCHAG00000008505	ENSCHAT00000022422	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
fcho2	ENSCHAG00000008505	ENSCHAT00000022471	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
fcho2	ENSCHAG00000008505	ENSCHAT00000022522	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
fcho2	ENSCHAG00000008505	ENSCHAT00000022676	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
fer	ENSCHAG00000022536	ENSCHAT00000052907	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
fer	ENSCHAG00000022536	ENSCHAT00000053067	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
fer	ENSCHAG00000022536	ENSCHAT00000053126	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
fer	ENSCHAG00000022536	ENSCHAT00000053171	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
fer	ENSCHAG00000022536	ENSCHAT00000053192	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
fer	ENSCHAG00000022536	ENSCHAT00000053201	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
fer	ENSCHAG00000022536	ENSCHAT00000053215	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
fgf11b	ENSCHAG00000003692	ENSCHAT00000006645	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0
fgf11b	ENSCHAG00000003692	ENSCHAT00000006679	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0
fgl2a	ENSCHAG00000026296	ENSCHAT00000062900	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
fhl3b	ENSCHAG00000000790	ENSCHAT00000001249	protein_coding	0	0	0	9	1	0	0	3	5	0	0	0	0	0	0
fhod1	ENSCHAG00000013415	ENSCHAT00000030718	protein_coding	0	0	0	14	0	0	0	2	10	0	0	0	0	0	2
fhod1	ENSCHAG00000013415	ENSCHAT00000031166	protein_coding	0	0	0	14	0	0	0	2	10	0	0	0	0	0	2
fhod1	ENSCHAG00000013415	ENSCHAT00000031195	protein_coding	0	0	0	14	0	0	0	2	10	0	0	0	0	0	2
fhod1	ENSCHAG00000013415	ENSCHAT00000031251	protein_coding	0	0	0	14	0	0	0	2	10	0	0	0	0	0	2
fhod1	ENSCHAG00000013415	ENSCHAT00000031488	protein_coding	0	0	0	14	0	0	0	2	10	0	0	0	0	0	2
fhod1	ENSCHAG00000013415	ENSCHAT00000031527	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fhod1	ENSCHAG00000013415	ENSCHAT00000031666	protein_coding	0	0	0	13	0	0	0	1	10	0	0	0	0	0	2
fhod1	ENSCHAG00000013415	ENSCHAT00000031794	protein_coding	0	0	0	13	0	0	0	1	10	0	0	0	0	0	2
fndc3a	ENSCHAG00000021184	ENSCHAT00000056212	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
fndc3a	ENSCHAG00000021184	ENSCHAT00000056405	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
foxd1	ENSCHAG00000008410	ENSCHAT00000017377	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
foxe1	ENSCHAG00000002796	ENSCHAT00000004919	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
foxp4	ENSCHAG00000022959	ENSCHAT00000054077	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
foxp4	ENSCHAG00000022959	ENSCHAT00000054088	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
foxp4	ENSCHAG00000022959	ENSCHAT00000054099	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
foxp4	ENSCHAG00000022959	ENSCHAT00000054109	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
frrs1l	ENSCHAG00000000771	ENSCHAT00000001211	protein_coding	0	0	0	22	0	0	0	9	7	0	0	0	0	0	6
fubp3	ENSCHAG00000010803	ENSCHAT00000025318	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025351	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025379	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025493	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025509	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025593	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	1
fubp3	ENSCHAG00000010803	ENSCHAT00000025648	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
fubp3	ENSCHAG00000010803	ENSCHAT00000025684	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025701	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
fubp3	ENSCHAG00000010803	ENSCHAT00000025758	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
gata3	ENSCHAG00000014525	ENSCHAT00000032875	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
gatad1	ENSCHAG00000001814	ENSCHAT00000003086	protein_coding	0	0	0	19	0	0	0	7	0	0	0	0	0	0	12
gbe1b	ENSCHAG00000001188	ENSCHAT00000001858	protein_coding	0	0	0	19	0	0	0	1	17	0	0	0	0	0	1
gbe1b	ENSCHAG00000001188	ENSCHAT00000001899	protein_coding	0	0	0	17	0	0	0	2	14	0	0	0	0	0	1
gbe1b	ENSCHAG00000001188	ENSCHAT00000002016	protein_coding	0	0	0	15	0	0	0	1	13	0	0	0	0	0	1
gbe1b	ENSCHAG00000001188	ENSCHAT00000002100	protein_coding	0	0	0	14	0	0	0	1	13	0	0	0	0	0	0
gbe1b	ENSCHAG00000001188	ENSCHAT00000002316	protein_coding	0	1	0	13	0	0	0	1	13	0	0	1	0	0	0
gbe1b	ENSCHAG00000001188	ENSCHAT00000002527	protein_coding	0	0	0	14	0	0	0	1	13	0	0	0	0	0	0
gbe1b	ENSCHAG00000001188	ENSCHAT00000002568	protein_coding	0	0	0	14	0	0	0	1	13	0	0	0	0	0	0
gbe1b	ENSCHAG00000001188	ENSCHAT00000002759	protein_coding	0	0	0	14	0	0	0	1	13	0	0	0	0	0	0
gbe1b	ENSCHAG00000001188	ENSCHAT00000002788	protein_coding	0	0	0	13	0	0	0	1	11	0	0	0	0	0	1
gbp	ENSCHAG00000000627	ENSCHAT00000000985	protein_coding	0	0	0	11	0	0	0	7	0	0	0	0	0	0	4
gcdha	ENSCHAG00000025568	ENSCHAT00000061169	protein_coding	0	1	0	9	0	0	0	1	5	0	0	0	0	1	3
gcdha	ENSCHAG00000025568	ENSCHAT00000061204	protein_coding	0	1	0	9	0	0	0	1	5	0	0	0	0	1	3
gcdha	ENSCHAG00000025568	ENSCHAT00000061207	protein_coding	0	1	0	9	0	0	0	1	4	0	0	0	0	1	4
gdf11	ENSCHAG00000018985	ENSCHAT00000043890	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3
gfra1b	ENSCHAG00000026811	ENSCHAT00000064449	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	3
gfra4a	ENSCHAG00000013439	ENSCHAT00000030166	protein_coding	0	1	0	14	0	0	0	0	11	0	0	0	0	1	3
gigyf1b	ENSCHAG00000004162	ENSCHAT00000007761	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	1	6
gigyf1b	ENSCHAG00000004162	ENSCHAT00000007943	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	1	4
gna14	ENSCHAG00000024018	ENSCHAT00000056855	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000048558	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000048807	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000048887	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000048915	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000049017	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000049141	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000049164	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
grb10b	ENSCHAG00000020733	ENSCHAT00000049185	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000049219	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
grb10b	ENSCHAG00000020733	ENSCHAT00000049249	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
grhpra	ENSCHAG00000008900	ENSCHAT00000018707	protein_coding	0	1	1	8	0	0	0	3	2	1	0	0	0	1	3
grik1a	ENSCHAG00000018442	ENSCHAT00000047506	protein_coding	0	1	0	13	0	0	0	2	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047535	protein_coding	0	1	0	13	0	0	0	2	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047652	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047705	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047758	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047790	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047853	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047951	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000047991	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grik1a	ENSCHAG00000018442	ENSCHAT00000048042	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
grin2bb	ENSCHAG00000017076	ENSCHAT00000039303	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0
grin2bb	ENSCHAG00000017076	ENSCHAT00000039540	protein_coding	0	0	0	23	0	0	0	0	23	0	0	0	0	0	0
grin2bb	ENSCHAG00000017076	ENSCHAT00000039678	protein_coding	0	0	0	23	0	0	0	0	23	0	0	0	0	0	0
grin2bb	ENSCHAG00000017076	ENSCHAT00000039757	protein_coding	0	0	0	23	0	0	0	0	23	0	0	0	0	0	0
gtpbp3	ENSCHAG00000006895	ENSCHAT00000013853	protein_coding	0	0	0	9	0	0	0	3	2	0	0	0	0	0	4
gtpbp3	ENSCHAG00000006895	ENSCHAT00000013892	protein_coding	0	0	0	9	0	0	0	3	2	0	0	0	0	0	4
hacd3	ENSCHAG00000004038	ENSCHAT00000007870	protein_coding	0	0	0	11	2	0	0	1	3	0	0	0	0	0	5
hacd3	ENSCHAG00000004038	ENSCHAT00000008048	protein_coding	0	0	0	10	3	0	0	1	2	0	0	0	0	0	4
hacd3	ENSCHAG00000004038	ENSCHAT00000008072	protein_coding	0	0	0	10	2	0	0	1	3	0	0	0	0	0	4
hacd3	ENSCHAG00000004038	ENSCHAT00000008102	protein_coding	0	0	0	10	2	0	0	1	3	0	0	0	0	0	4
hacd3	ENSCHAG00000004038	ENSCHAT00000008137	protein_coding	0	0	0	10	3	0	0	1	2	0	0	0	0	0	4
hacd3	ENSCHAG00000004038	ENSCHAT00000008179	protein_coding	0	0	0	10	2	0	0	1	3	0	0	0	0	0	4
hexa	ENSCHAG00000004565	ENSCHAT00000008535	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
hexa	ENSCHAG00000004565	ENSCHAT00000008616	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
hexa	ENSCHAG00000004565	ENSCHAT00000008655	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
hexa	ENSCHAG00000004565	ENSCHAT00000008722	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
hipk3b	ENSCHAG00000014240	ENSCHAT00000032172	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	1
hipk3b	ENSCHAG00000014240	ENSCHAT00000032752	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	1
hipk3b	ENSCHAG00000014240	ENSCHAT00000032994	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
hipk3b	ENSCHAG00000014240	ENSCHAT00000033202	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
hipk3b	ENSCHAG00000014240	ENSCHAT00000033462	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
hipk3b	ENSCHAG00000014240	ENSCHAT00000033830	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
hipk3b	ENSCHAG00000014240	ENSCHAT00000034188	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
hnrpkl	ENSCHAG00000023962	ENSCHAT00000056702	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
hnrpkl	ENSCHAG00000023962	ENSCHAT00000056719	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
hnrpkl	ENSCHAG00000023962	ENSCHAT00000056734	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
hnrpkl	ENSCHAG00000023962	ENSCHAT00000056743	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
hnrpkl	ENSCHAG00000023962	ENSCHAT00000056752	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
hnrpkl	ENSCHAG00000023962	ENSCHAT00000056774	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
hs2st1b	ENSCHAG00000007195	ENSCHAT00000014636	protein_coding	0	0	0	15	0	0	0	0	14	0	0	0	0	0	1
hs3st3b1b	ENSCHAG00000002118	ENSCHAT00000003688	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
iffo1a	ENSCHAG00000023970	ENSCHAT00000056678	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0
iffo1a	ENSCHAG00000023970	ENSCHAT00000056686	protein_coding	0	0	0	6	0	0	0	2	4	0	0	0	0	0	0
igfbp5b	ENSCHAG00000003727	ENSCHAT00000006693	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
il19l	ENSCHAG00000021347	ENSCHAT00000049790	protein_coding	0	1	1	5	0	0	0	1	2	1	0	0	0	1	2
ilf3a	ENSCHAG00000025695	ENSCHAT00000061243	protein_coding	0	0	0	15	0	0	1	2	7	0	0	0	0	0	5
ilkap	ENSCHAG00000024242	ENSCHAT00000057513	protein_coding	0	1	0	11	0	0	0	5	2	0	0	0	0	1	4
im:7152348	ENSCHAG00000019891	ENSCHAT00000046143	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ing4	ENSCHAG00000022286	ENSCHAT00000052294	protein_coding	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0
ints14	ENSCHAG00000003814	ENSCHAT00000007123	protein_coding	0	0	0	10	0	0	0	4	5	0	0	0	0	0	1
ints14	ENSCHAG00000003814	ENSCHAT00000007172	protein_coding	0	0	0	10	0	0	0	4	5	0	0	0	0	0	1
ints14	ENSCHAG00000003814	ENSCHAT00000007209	protein_coding	0	0	0	10	0	0	0	4	5	0	0	0	0	0	1
ip6k2a	ENSCHAG00000020038	ENSCHAT00000046572	protein_coding	0	0	0	18	0	0	0	2	14	0	0	0	0	0	2
ip6k2a	ENSCHAG00000020038	ENSCHAT00000046592	protein_coding	0	0	0	17	0	0	0	1	14	0	0	0	0	0	2
irs1	ENSCHAG00000024265	ENSCHAT00000057526	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
irs1	ENSCHAG00000024265	ENSCHAT00000057534	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
isg15	ENSCHAG00000014779	ENSCHAT00000033459	protein_coding	0	0	0	13	0	0	0	12	0	0	0	0	0	0	1
isoc1	ENSCHAG00000012596	ENSCHAT00000028302	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	3
kank3	ENSCHAG00000004844	ENSCHAT00000008904	protein_coding	0	0	0	11	1	0	0	8	2	0	0	0	0	0	0
kaznb	ENSCHAG00000013169	ENSCHAT00000029549	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
kcmf1	ENSCHAG00000023931	ENSCHAT00000056576	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0
kcmf1	ENSCHAG00000023931	ENSCHAT00000056591	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	1
kcnh6a	ENSCHAG00000010459	ENSCHAT00000022706	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
kcnh6a	ENSCHAG00000010459	ENSCHAT00000022739	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
kcnh6a	ENSCHAG00000010459	ENSCHAT00000022772	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
kcnh6a	ENSCHAG00000010459	ENSCHAT00000022806	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
kcnh6a	ENSCHAG00000010459	ENSCHAT00000022820	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
kcnip1b	ENSCHAG00000003469	ENSCHAT00000006162	protein_coding	0	0	0	12	4	0	0	7	1	0	0	0	0	0	0
kcnip1b	ENSCHAG00000003469	ENSCHAT00000006187	protein_coding	0	0	0	12	4	0	0	7	1	0	0	0	0	0	0
kcnip1b	ENSCHAG00000003469	ENSCHAT00000006240	protein_coding	0	0	0	12	4	0	0	7	1	0	0	0	0	0	0
kcnip1b	ENSCHAG00000003469	ENSCHAT00000006339	protein_coding	0	0	0	12	4	0	0	7	0	0	0	0	0	0	1
kdr	ENSCHAG00000010465	ENSCHAT00000024684	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
kdr	ENSCHAG00000010465	ENSCHAT00000024830	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
kdr	ENSCHAG00000010465	ENSCHAT00000025188	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
kdr	ENSCHAG00000010465	ENSCHAT00000025324	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
kdr	ENSCHAG00000010465	ENSCHAT00000025441	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
kdr	ENSCHAG00000010465	ENSCHAT00000025601	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
kif1aa	ENSCHAG00000021190	ENSCHAT00000049381	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
kif1aa	ENSCHAG00000021190	ENSCHAT00000049407	protein_coding	0	2	0	11	0	0	0	1	10	0	0	0	0	2	0
kif1aa	ENSCHAG00000021190	ENSCHAT00000049430	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
kif1aa	ENSCHAG00000021190	ENSCHAT00000049442	protein_coding	0	1	0	12	0	0	0	1	11	0	0	0	0	1	0
kita	ENSCHAG00000006618	ENSCHAT00000014245	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	2
kita	ENSCHAG00000006618	ENSCHAT00000014260	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	2
kita	ENSCHAG00000006618	ENSCHAT00000014281	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	2
kita	ENSCHAG00000006618	ENSCHAT00000014415	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	3
kita	ENSCHAG00000006618	ENSCHAT00000014456	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	3
kita	ENSCHAG00000006618	ENSCHAT00000014523	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1
klf1	ENSCHAG00000024520	ENSCHAT00000058266	protein_coding	0	0	0	6	1	0	0	1	0	0	0	0	0	0	4
klhl13	ENSCHAG00000025708	ENSCHAT00000061300	protein_coding	0	0	0	17	0	0	0	4	13	0	0	0	0	0	0
klhl13	ENSCHAG00000025708	ENSCHAT00000061302	protein_coding	0	0	0	17	0	0	0	4	13	0	0	0	0	0	0
klhl13	ENSCHAG00000025708	ENSCHAT00000061308	protein_coding	0	0	0	17	0	0	0	4	13	0	0	0	0	0	0
klhl13	ENSCHAG00000025708	ENSCHAT00000061339	protein_coding	0	1	0	19	0	1	2	6	11	0	0	0	0	0	0
klhl13	ENSCHAG00000025708	ENSCHAT00000061351	protein_coding	0	1	0	19	0	1	2	6	11	0	0	0	0	0	0
klhl30	ENSCHAG00000020852	ENSCHAT00000048513	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
larp7	ENSCHAG00000025394	ENSCHAT00000060452	protein_coding	0	0	0	9	0	0	0	3	6	0	0	0	0	0	0
lca5	ENSCHAG00000022924	ENSCHAT00000053927	protein_coding	0	0	0	12	1	0	0	0	9	0	0	0	0	0	2
lca5	ENSCHAG00000022924	ENSCHAT00000053961	protein_coding	0	0	0	12	1	0	0	0	9	0	0	0	0	0	2
lca5	ENSCHAG00000022924	ENSCHAT00000053988	protein_coding	0	0	0	12	1	0	0	0	9	0	0	0	0	0	2
lca5	ENSCHAG00000022924	ENSCHAT00000054009	protein_coding	0	0	0	12	1	0	0	0	9	0	0	0	0	0	2
lca5	ENSCHAG00000022924	ENSCHAT00000054033	protein_coding	0	0	0	12	1	0	0	0	9	0	0	0	0	0	2
lig4	ENSCHAG00000023608	ENSCHAT00000055641	protein_coding	0	2	0	13	0	0	0	9	0	0	0	0	0	2	4
lim2.4	ENSCHAG00000000669	ENSCHAT00000001053	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
lingo2a	ENSCHAG00000009029	ENSCHAT00000018849	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
lipea	ENSCHAG00000010782	ENSCHAT00000024319	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
lipea	ENSCHAG00000010782	ENSCHAT00000024541	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
lipea	ENSCHAG00000010782	ENSCHAT00000024577	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
lipea	ENSCHAG00000010782	ENSCHAT00000024691	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	1
