# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ipo7	ENSCHAG00000009376	ENSCHAT00000023977	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ipo9	ENSCHAG00000017407	ENSCHAT00000043334	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
ipo9	ENSCHAG00000017407	ENSCHAT00000043425	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
ipo9	ENSCHAG00000017407	ENSCHAT00000043482	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
ipo9	ENSCHAG00000017407	ENSCHAT00000043545	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0
irx1a	ENSCHAG00000011027	ENSCHAT00000024005	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
irx1a	ENSCHAG00000011027	ENSCHAT00000024024	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
irx2a	ENSCHAG00000011016	ENSCHAT00000023948	protein_coding	0	0	0	11	0	0	0	8	1	0	0	0	0	0	0	2
irx2a	ENSCHAG00000011016	ENSCHAT00000023962	protein_coding	0	0	0	10	0	0	0	7	1	0	0	0	0	0	0	2
irx5a	ENSCHAG00000000301	ENSCHAT00000000488	protein_coding	0	0	0	5	0	0	0	3	1	0	0	0	0	0	0	1
itga5	ENSCHAG00000023337	ENSCHAT00000055902	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056192	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056267	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056288	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056311	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056336	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056356	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056385	protein_coding	0	0	0	19	1	0	0	4	5	0	0	0	0	0	0	9
itga5	ENSCHAG00000023337	ENSCHAT00000056435	protein_coding	0	0	0	16	0	0	0	2	5	0	0	0	0	0	0	9
kcnk2a	ENSCHAG00000023446	ENSCHAT00000055246	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	4
kcnk2a	ENSCHAG00000023446	ENSCHAT00000055261	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	3
kcnk5b	ENSCHAG00000009392	ENSCHAT00000019800	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
kctd3	ENSCHAG00000010109	ENSCHAT00000024442	protein_coding	0	0	0	7	0	0	0	2	4	0	0	0	0	0	0	1
kctd3	ENSCHAG00000010109	ENSCHAT00000024527	protein_coding	0	0	0	7	0	0	0	1	4	0	0	0	0	0	0	2
kctd3	ENSCHAG00000010109	ENSCHAT00000024706	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	1
kctd3	ENSCHAG00000010109	ENSCHAT00000024930	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	2
kctd3	ENSCHAG00000010109	ENSCHAT00000024965	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	2
kctd3	ENSCHAG00000010109	ENSCHAT00000025055	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	2
kctd3	ENSCHAG00000010109	ENSCHAT00000025090	protein_coding	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	2
kctd3	ENSCHAG00000010109	ENSCHAT00000025138	protein_coding	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	2
kdm5ba	ENSCHAG00000016007	ENSCHAT00000037874	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000038431	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000038455	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000038481	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000038989	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000039559	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000039638	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000039823	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm5ba	ENSCHAG00000016007	ENSCHAT00000039869	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000051167	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000051230	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000051777	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000051830	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000051851	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000052020	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000052609	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kdm6a	ENSCHAG00000002100	ENSCHAT00000053124	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0
kidins220a	ENSCHAG00000010596	ENSCHAT00000023367	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000023750	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000023800	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000023846	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000023882	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000023942	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000024022	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000024057	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
kidins220a	ENSCHAG00000010596	ENSCHAT00000024083	protein_coding	0	1	0	14	0	0	0	1	11	0	0	0	0	0	1	2
lats1	ENSCHAG00000009195	ENSCHAT00000019255	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
laynb	ENSCHAG00000013029	ENSCHAT00000029103	protein_coding	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1
ldb1a	ENSCHAG00000012037	ENSCHAT00000027789	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	1
lft2	ENSCHAG00000015578	ENSCHAT00000035333	protein_coding	0	0	0	12	0	0	0	6	0	0	0	0	0	0	0	6
lipca	ENSCHAG00000015913	ENSCHAT00000036934	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lipca	ENSCHAG00000015913	ENSCHAT00000037142	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lipca	ENSCHAG00000015913	ENSCHAT00000037195	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lipca	ENSCHAG00000015913	ENSCHAT00000037290	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lipca	ENSCHAG00000015913	ENSCHAT00000037324	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lipca	ENSCHAG00000015913	ENSCHAT00000037443	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lipca	ENSCHAG00000015913	ENSCHAT00000037484	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lipca	ENSCHAG00000015913	ENSCHAT00000037512	protein_coding	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	3
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056278	protein_coding	0	4	1	14	0	0	0	8	3	1	0	0	0	1	3	4
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056321	protein_coding	0	3	2	12	0	0	0	6	1	2	0	0	0	0	3	5
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056346	protein_coding	0	4	1	11	0	0	0	5	2	1	0	0	0	1	3	5
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056383	protein_coding	0	4	1	11	0	0	0	5	2	1	0	0	0	1	3	5
lmbrd2b	ENSCHAG00000023656	ENSCHAT00000056398	protein_coding	0	4	1	11	0	0	0	5	2	1	0	0	0	1	3	5
lmod1b	ENSCHAG00000018881	ENSCHAT00000043744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
lmod1b	ENSCHAG00000018881	ENSCHAT00000043773	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
lmx1bb	ENSCHAG00000007017	ENSCHAT00000014200	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
lmx1bb	ENSCHAG00000007017	ENSCHAT00000014244	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000050763	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000051811	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000051908	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000051978	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000052082	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000052144	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000052247	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000052345	protein_coding	0	1	0	22	0	0	0	2	20	0	0	0	0	0	1	0
lrp1aa	ENSCHAG00000021367	ENSCHAT00000052422	protein_coding	0	1	0	16	0	0	0	1	14	0	0	0	0	0	1	1
lrpap1	ENSCHAG00000019384	ENSCHAT00000045911	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
lrpap1	ENSCHAG00000019384	ENSCHAT00000045960	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
lrpap1	ENSCHAG00000019384	ENSCHAT00000046048	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
lrpap1	ENSCHAG00000019384	ENSCHAT00000046070	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
lrpap1	ENSCHAG00000019384	ENSCHAT00000046106	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
lrpap1	ENSCHAG00000019384	ENSCHAT00000046126	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
lrpap1	ENSCHAG00000019384	ENSCHAT00000046151	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4
lrpap1	ENSCHAG00000019384	ENSCHAT00000046189	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
lrpap1	ENSCHAG00000019384	ENSCHAT00000046209	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
lrpap1	ENSCHAG00000019384	ENSCHAT00000046247	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
lrrc61	ENSCHAG00000007974	ENSCHAT00000016420	protein_coding	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	2
lrrc61	ENSCHAG00000007974	ENSCHAT00000016460	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1
lrrc61	ENSCHAG00000007974	ENSCHAT00000016489	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1
lrrc61	ENSCHAG00000007974	ENSCHAT00000016565	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
lrrcc1	ENSCHAG00000022941	ENSCHAT00000053975	protein_coding	0	2	2	16	0	0	0	1	7	2	0	0	0	1	1	9
lrrcc1	ENSCHAG00000022941	ENSCHAT00000053998	protein_coding	0	2	1	17	0	0	0	1	8	1	0	0	0	1	1	9
lsg1	ENSCHAG00000026165	ENSCHAT00000062506	protein_coding	0	0	0	10	0	0	0	3	1	0	0	0	0	0	0	6
lsg1	ENSCHAG00000026165	ENSCHAT00000062521	protein_coding	0	0	0	10	0	0	0	3	1	0	0	0	0	0	0	6
lsg1	ENSCHAG00000026165	ENSCHAT00000062523	protein_coding	0	0	0	10	0	0	0	3	1	0	0	0	0	0	0	6
mapk3	ENSCHAG00000012127	ENSCHAT00000028048	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000028533	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000028718	protein_coding	0	0	0	5	0	0	0	2	3	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000028826	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000028899	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000029014	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000029074	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000029133	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
mapk3	ENSCHAG00000012127	ENSCHAT00000029158	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057480	protein_coding	0	0	0	18	0	0	0	4	10	0	0	0	0	0	0	4
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057536	protein_coding	0	0	0	19	0	0	0	4	10	0	0	0	0	0	0	5
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057553	protein_coding	0	0	0	19	0	0	0	4	10	0	0	0	0	0	0	5
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057575	protein_coding	0	0	0	19	0	0	0	4	10	0	0	0	0	0	0	5
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057616	protein_coding	0	0	0	18	0	0	0	4	10	0	0	0	0	0	0	4
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057623	protein_coding	0	0	0	18	0	0	0	4	10	0	0	0	0	0	0	4
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057648	protein_coding	0	0	1	17	0	0	0	4	9	1	0	0	0	0	0	4
mapkapk2b	ENSCHAG00000023946	ENSCHAT00000057690	protein_coding	0	0	0	18	0	0	0	4	10	0	0	0	0	0	0	4
march8	ENSCHAG00000021243	ENSCHAT00000049603	protein_coding	0	0	0	27	0	0	0	2	24	0	0	0	0	0	0	1
march8	ENSCHAG00000021243	ENSCHAT00000049615	protein_coding	0	0	0	27	0	0	0	2	24	0	0	0	0	0	0	1
march8	ENSCHAG00000021243	ENSCHAT00000049628	protein_coding	0	0	0	27	0	0	0	2	24	0	0	0	0	0	0	1
march8	ENSCHAG00000021243	ENSCHAT00000049651	protein_coding	0	0	0	24	0	0	0	2	17	0	0	0	0	0	0	5
march8	ENSCHAG00000021243	ENSCHAT00000049661	protein_coding	0	0	0	17	0	0	0	2	14	0	0	0	0	0	0	1
march8	ENSCHAG00000021243	ENSCHAT00000049668	protein_coding	0	0	0	15	0	0	0	2	12	0	0	0	0	0	0	1
march8	ENSCHAG00000021243	ENSCHAT00000049686	protein_coding	0	0	0	11	0	0	0	2	6	0	0	0	0	0	0	3
march8	ENSCHAG00000021243	ENSCHAT00000049713	protein_coding	0	0	0	11	0	0	0	2	4	0	0	0	0	0	0	5
mastl	ENSCHAG00000010245	ENSCHAT00000022273	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	2
mastl	ENSCHAG00000010245	ENSCHAT00000022296	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	2
mastl	ENSCHAG00000010245	ENSCHAT00000022324	protein_coding	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	2
mboat2a	ENSCHAG00000011085	ENSCHAT00000024443	protein_coding	0	2	0	27	0	0	0	3	25	0	0	0	0	1	1	0
mboat2a	ENSCHAG00000011085	ENSCHAT00000024471	protein_coding	0	2	0	12	0	0	0	3	10	0	0	0	0	1	1	0
mboat2a	ENSCHAG00000011085	ENSCHAT00000024499	protein_coding	0	2	0	12	0	0	0	3	10	0	0	0	0	1	1	0
mboat2a	ENSCHAG00000011085	ENSCHAT00000024514	protein_coding	0	2	0	27	0	0	0	3	25	0	0	0	0	1	1	0
mcrip1	ENSCHAG00000003402	ENSCHAT00000006004	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
megf8	ENSCHAG00000010155	ENSCHAT00000021929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
megf8	ENSCHAG00000010155	ENSCHAT00000021948	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
megf8	ENSCHAG00000010155	ENSCHAT00000021968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
mipb	ENSCHAG00000023231	ENSCHAT00000054705	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	2
mon1bb	ENSCHAG00000014205	ENSCHAT00000032546	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mon1bb	ENSCHAG00000014205	ENSCHAT00000032591	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mon1bb	ENSCHAG00000014205	ENSCHAT00000032642	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mon1bb	ENSCHAG00000014205	ENSCHAT00000032677	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
mrvi1	ENSCHAG00000006379	ENSCHAT00000012671	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
msi2a	ENSCHAG00000008415	ENSCHAT00000018901	protein_coding	0	0	0	28	0	0	0	0	26	0	0	0	0	0	0	2
msi2a	ENSCHAG00000008415	ENSCHAT00000018926	protein_coding	0	0	0	28	0	0	0	0	26	0	0	0	0	0	0	2
msi2a	ENSCHAG00000008415	ENSCHAT00000018966	protein_coding	0	0	0	28	0	0	0	0	26	0	0	0	0	0	0	2
msi2a	ENSCHAG00000008415	ENSCHAT00000019093	protein_coding	0	0	0	28	0	0	0	0	26	0	0	0	0	0	0	2
msi2a	ENSCHAG00000008415	ENSCHAT00000019122	protein_coding	0	0	0	28	0	0	0	1	25	0	0	0	0	0	0	2
msi2a	ENSCHAG00000008415	ENSCHAT00000019150	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2
mvb12bb	ENSCHAG00000007010	ENSCHAT00000014037	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
myca	ENSCHAG00000003864	ENSCHAT00000006974	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
myo3a	ENSCHAG00000011556	ENSCHAT00000028502	protein_coding	0	1	0	23	0	0	0	3	11	0	0	0	0	0	1	9
myo3a	ENSCHAG00000011556	ENSCHAT00000028758	protein_coding	0	1	0	23	0	0	0	3	11	0	0	0	0	0	1	9
myo3a	ENSCHAG00000011556	ENSCHAT00000028907	protein_coding	0	1	0	17	0	0	0	1	7	0	0	0	0	0	1	9
myo3a	ENSCHAG00000011556	ENSCHAT00000028957	protein_coding	0	1	0	17	0	0	0	1	7	0	0	0	0	0	1	9
myo3a	ENSCHAG00000011556	ENSCHAT00000028982	protein_coding	0	0	0	16	0	0	0	3	4	0	0	0	0	0	0	9
myo5b	ENSCHAG00000024021	ENSCHAT00000062325	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062470	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062492	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062496	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062508	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062515	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062527	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062544	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062568	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo5b	ENSCHAG00000024021	ENSCHAT00000062580	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
myo9aa	ENSCHAG00000018095	ENSCHAT00000041801	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
myo9aa	ENSCHAG00000018095	ENSCHAT00000041822	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
myo9aa	ENSCHAG00000018095	ENSCHAT00000041844	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
myo9aa	ENSCHAG00000018095	ENSCHAT00000041863	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
myo9aa	ENSCHAG00000018095	ENSCHAT00000041871	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
myo9aa	ENSCHAG00000018095	ENSCHAT00000041889	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
myzap	ENSCHAG00000020964	ENSCHAT00000048782	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	1	1
nbeal1	ENSCHAG00000001925	ENSCHAT00000007529	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
nbeal1	ENSCHAG00000001925	ENSCHAT00000007748	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
nbeal1	ENSCHAG00000001925	ENSCHAT00000008265	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
nbeal1	ENSCHAG00000001925	ENSCHAT00000010162	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000009778	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010402	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010643	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010696	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010791	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000010943	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndst2a	ENSCHAG00000002649	ENSCHAT00000011015	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ndufa4l	ENSCHAG00000008704	ENSCHAT00000018041	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	1
ndufa4l	ENSCHAG00000008704	ENSCHAT00000018061	protein_coding	0	0	0	6	0	0	0	1	2	0	0	0	0	0	0	3
nf1b	ENSCHAG00000009272	ENSCHAT00000031432	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
nf1b	ENSCHAG00000009272	ENSCHAT00000031614	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
nf1b	ENSCHAG00000009272	ENSCHAT00000032078	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
nf1b	ENSCHAG00000009272	ENSCHAT00000032136	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
nf1b	ENSCHAG00000009272	ENSCHAT00000032189	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0
ngly1	ENSCHAG00000010610	ENSCHAT00000023198	protein_coding	0	1	0	6	0	0	0	1	5	0	0	0	0	0	1	0
ngly1	ENSCHAG00000010610	ENSCHAT00000023229	protein_coding	0	1	0	6	0	0	0	1	5	0	0	0	0	0	1	0
nkd1	ENSCHAG00000014022	ENSCHAT00000031645	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
nlgn4xa	ENSCHAG00000014232	ENSCHAT00000032429	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
nlgn4xa	ENSCHAG00000014232	ENSCHAT00000032448	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
nlgn4xa	ENSCHAG00000014232	ENSCHAT00000032475	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
nlgn4xa	ENSCHAG00000014232	ENSCHAT00000032593	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
